review,terms
currently if i use the laptop i cannot sit it on my lap because it will burn my legs,
-managed to send complaint email,
they be kind enough to send a replacement free of charge,
however,
seriously considering a larger laptop to replace the dell,
os x be solid with lots of innovations such as quicklook which save heaps of time,"os x,quicklook"
and we even watch all of our movies on it since we do not have a tv,
check blogs,
check email,
facebook,
listen to music,
shop,
write papers,
i do everything on this computer ,
i thought it would be a simple job,
but other than that i be blown away by all the features this laptop offers,features
i hate it,
do not buy this model,
the keyboard be slick and quiet and not bulky like some other laptops i have have in the past,keyboard
i can leave my macbook uncharged for upwards of eight hours and it wo not even be dead,
this laptop be definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from,"design,colors"
overall,
downloading pictures and graphic design,
i do find that my macbook have a lot more bells and whistles than a normal pc especially if you enjoy technology,
first the screen goes completely out,screen
i be learning the finger options for the mousepad that allow for quicker browsing of web pages,"mousepad,browsing"
i love this 13 mac white unibody,
the last time we took it to get fixed the guy said that most likely it be a reppative problem and will keep happeneing so hopefully we can get a new one very soon,
when i be at starbucks between clients i get full bars on my hp and 1 bar on my eee pc,
it takes very good pictures with the built-in camera,built-in camera
the photobooth be a great program,"photobooth,program"
and inconvenient,
many kinds of software that be necessary to the working person be not available and cannot be downloaded,software
it be so speedy,
needs constant repair,
i will never purchase a hp again ever,
i have to pay for the shipping,shipping
running simply basic chrome,chrome
it bluescreened on me without any warning,
this be another reason to like the mac,
i took 3-4 years researching brands and prices of laptops,prices
one bad thing be it gets hot,
i be stuck w a broken computer,
we researched and found the best price at macconnection,price
hope this helps,
but guess what you have to buy an external dvd drive it does not have a built in type the notebook cannot be used because it does not read anything for an external drive,"external dvd drive,external drive"
get this computer for portability and fast processing,"portability,processing"
apparently they be not special anymore ,
i use a cooling pad but it does not help,cooling pad
i be so glad i purchased a mac and not another pc,
99 to fix it,
few viruses to catch,
the software that comes with this machine be greatly welcomed compared to what windows comes with,"software,windows"
supplied software ,"supplied software,software"
and cannot afford a reasonable offers for people that truly be trying to support his baby,
probably needs help and donations,
steve jobs,
i be tired of the inept service,service
like all the other apple applications i have have experience with,apple applications
garageband be easy to work with,garageband
tey do not even support their own bios and it could be a problem with the bios how can a company that makes a fairly decent product get away with such insanity ,"bios,bios"
no,
but once i got the hang of it,
i do not want to go back,
it does take a little time to adjust to coming from a pc,
while many people brag about mac being intuitive ,
we be on the hook for the repair,
because we did not purchase the extended warranty in time,extended warranty
74 ,
for example,
not charging ,charging
plugged in,
requiring me to unplug it and plug it back in several times to get it to charge,"charge,charge"
it started out by randomly ceasing to charge when it be plugged in mousing over the battery icon would read,"charge,charge"
this laptop looked brand new and be shipped very quickly,shipped
this be the laptop for you,
if you be looking for something reliable,
or corrupt,
windows failed to load because the kernal be missing,"windows,kernal"
info ,
the battery life be very long and very convienent,battery life
the display on this computer be the best i have seen in a very long time,display
most laptops and notebooks be difficult to key on,
400 dollars,
we did not because it be already over 2,
in general be less than the worth of the cheap laptop,
but the quality,quality
in the first moth of owning this computer its hardrive failed which have to be replaced,hardrive
its also fun to use,use
i be able to understand how to use a mac fairly quickly,
the graphics and screen be stunning and although i be a pc person,"graphics,screen"
the macbook pro never have an issue running many many applications at once,"applications,running"
with the upgraded memory,upgraded memory
and great graphics,graphics
simple to use,use
it still serves me well both in business and home needs,
i will never buy or recommend an hp to anyone,
well,
i use my friends and family 2000 laptops and they be fast and reliable and hp,
my macbook be probably the best investment i have ever made,
the internet speed be spectacular,internet speed
they claim call center be still down,call center
mac also have many apps and programs that be quite cheap or free,"apps,programs"
if you shop around in the current market you can find a much better deal,
i droped this once from thetable when my baby girl grabed me one day and it be still working with no issues,
you will love this macbook if you choose to buy it,
my house be now 100 macbook,
they be not durable,
they just a worthless,
they be not safe,
email and music,
my husband uses it mostly for games,games
i have have no luck with staples or hp to resolve this problem,
i just took the broken cords into the apple store and they gave me new ones,cords
my mac be much more efficient than a pc so it does not need the extra bells and whistles to compete,
it works,
you just lose a customer,
but the return calls never came,
i ve have several calls lasting more than an hour with promises to call back,
they come loose,
apparently under the screen there be 2 little screws and when the screen gets moved back and forth,"screen,screen"
it taking a bit of time to adapt to the os of a mac but i be finding my way around,os
being a pc user my whole life,
the computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan,fan
i have in the past gotten superfine sandpaper and fixed the edges by rounding them off,edges
i hate it,
returned it,
sharp edges,edges
downfalls ,
it be a cheap throw together,
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria,carry
and do,
to anyone looking to buy a new computer,
i would recommend mac,
yummy good,
the screen be gorgeous ,screen
from size to weight to keyboard screams bulk ,"size,weight,keyboard"
did i mention everything about it,
cannot wait until i go on vacation and take it with me,
good bye blue screen and critical errors,
i have it four months when my disc drive refused to open,disc drive
after apple replaced the hard drive i enjoyed another 4 months of my new computer,hard drive
until it froze this morning-completely,
so,
i be told it be the suspicious power supply problem,power supply
once again,
it easily fits into most computer bags but does not weigh down a backpack or satchel when being carried with spirals and or textbooks,
and be not always complaining about updates,
be small and light i have the 133 model ,
blue screens,
does not crash,
errors,
etc,
have a fantastic display,display
lost connections,
the macbook starts fast,starts
and i be certainly glad i did,
it be kind of a rebellion against pc in fact,
unable to boot up this brand new laptop,boot up
all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations,"pages,keynotes"
in addition,
all of this in less than 1 1 2 years,
i actually have the hard drive replaced twice,hard drive
the dvd drive twice,dvd drive
the mother board once,mother board
then they finally agreed to replace it,
but i be stuck,
i really do not like it,
they can do it for me but i have to accept the condition after the repair ,
the guy then said that if i insist on having the hinge tightened,hinge
it just gone,
the port be secured to motherboard so when this happens you cannot see the plug at all,"motherboard,port,plug"
-stay away from machouse amsterdam,
once again apple stands alone at the top of the charts,
as well as the trackpad,trackpad
i love the feel of the key board,key board
now i have the best of both worlds with all of the power and ease of the mac,"power,ease"
these new problems be the final straws,
luckly i have a student task force able to help,
or else it would have crashed within the first year,
till i wrote an article with semicolons in it,
that seemed to solve the problem,
ease of use be just one of the benefits i love about my mac,use
-touchpad will take a bit of time to get used to,touchpad
we both recently got new laptops,
i have been a pc user and i just finally switched and i be never going back,
i got the macbook and he got a macbook pro,
winters be on it way and i imagine it will be cozy,
i bought this laptop about a month ago to replace my compaq laptop,
now the machine wo not connect and toshiba says that they did replace the connection card in may but they only warranty the repair for 30 days and now i be out of warranty even though this have been a constant 5 month occurance since i bought the netbook,"connection card,warranty,warranty"
will certainly use macconnection again,
and save yourself 100 than the other model with 8gb of ram,8gb of ram
buy this model and just purchase 4gb of ram 2x2gb for 92 or 1x4gb for 99 ,4gb of ram
but,
this be one of the reasons i purchased it,
i went with an asus g73jh-x3,
instead of taking another chance on toshiba,
it like that one,
she told me flatly,
you would be better off getting a machine aimed at that segment of the market,
if you be looking for something to fly through those massive spreadsheets or play a graphics-intensive game,game
it be the easiest computer i have ever used,
what did apple do for me ,
so you might ask,
also,
be no problem for me when i used itunes which usually slows down my pc ,itunes
browsing,browsing
should be there by the end of the week again ,
and i be in need of one quickly as my other laptop died on me,
decent comp for the price,price
again,
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop,setup
and so far i be very happy with it,
i just got this laptop for college,
my llast computer be an acer,
tosiba have a good reputation,
and it looks like i will have to as well,
so did my wife,
my friend just have to replace his entire motherboard,motherboard
and i be not kidding you,
i called different hours of the day and you will get someone else from another country trying to get you to tell them your life story all over again,
since they make it sound like they do not have your history list of your calls right in front of them,
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another,toshiba customer services
quality display i be surprised with the performance and quality of this hp laptop,"quality display,performance,quality"
the battery life also does not keep up with the claim but still i think macbook be much ahead from the rest of the pack,battery life
the internet capabilities be also very strong and picks up signals very easily,internet capabilities
have high definition quality in the videos,high definition quality
its fast,
they transfer you around to other people who do not understand what you be saying and you cannot understand what they be saying,
but good enough,
speakers do not get that loud,speakers
i have have it 9 months and it be already a 250 loss,
another great thing be the beast graphics,beast graphics
i be wrong,
the ease of set up be terrific,set up
everything i have tried have worked and i never have to carry the wall charger cause the battery be so awesome,"wall charger,battery"
but it a netbook,
yes it small ,
screen be crystal clear,screen
so this review might be a tad bit bias,
maybe four years ago,
this be around three years,
the battery life be probably an hour at best,battery life
this be a review of windows vista system,windows vista system
she said its very user friendly,
but i still love the laptop,
kind of annoying,
the only thing they changed be 2 of the function keys at the top,function keys
cosmetically,
well worth the extra money,
i be very happy i bought this mac,
but sadly the replacement froze-up while updating the bios again and shut down and would not turn back on,bios
there literally no way to make it sing with vista,vista
i decided on the macbook pro,
after looking at all the pros and cons,
screen size be perfect for portable use in any environment,screen size
it does not have a push button to open the lid,"push button,lid"
first,
hope this helped,
and recently my 7 year old pentium 4 with ht 1 gb ram sata desktop stopped working this be a rock star 7 years ago ,"pentium 4,1 gb ram"
i used to build my own desktops from the component parts,
i now realize that my 900 would have been better spent on a windows laptop,windows
anyone who be considering getting this computer,
stop,
please,
this laptop serves all my needs,
and printing from either word processor be an adventure,word processor
very satisfied,
do not buy it,
10 working days or less,
-estimated time to fix it ,
and that it cannot be purchased at the store ,
i find out that i need a special interface device to connect my camera,interface device
only on line,
after purchasing this thing,
i have my computer custom built from sonystylecom,
another included program that be laughable be the chess game,included program
but i now realize you get what you pay for,
i thought the expese be a little much,expese
yes,
etc,
home bookkeeping,
microsoft office apps,microsoft office apps
it works great for general internet use,internet use
i will not buy another one,
time will tell,
and the product be top quality,quality
the price be very good,price
this computer be really fast and i be shocked as to how easy it be to get used to,
it played various games without problems and ran aero smoothly and flawlessly,"games,aero"
after replacing the hard drive the battery stopped working 3 months of use which be frustrating,"hard drive,battery"
the screen almost looked like a barcode when it froze,screen
i have found a lot of online sources to help me but think that i would have learned a lot quicker if i would have taken the class,
the m6809 be unsteady in its operation,operation
from the get-go,
she tells me about it all the time but i tend to shut off all cognitive functions when she gets that yapper going,
i could not even put my entire music collection on this garabage,
one of the wonderful things about macs be that they be virus free,
but still have a big enough screen to get everything done,screen
its small enough where i can take it pretty much anywhere,
and skype works very well,skype
it even have a great webcam,webcam
and the keyboard be the best of any laptop i have used,keyboard
i love the solid machined aluminum frame,machined aluminum frame
you can even run a parallels type program easily and run any leftover pc software that you absolutely cannot be without,"parallels type program,software"
this computer i used daily nice compact design,design
definitely a good value if you need to be able to run some slightly older games that a intel built-in card would have trouble with,"intel built-in card,games"
such as half-life 2 or even world of warcraft,
the ati graphics card be a huge plus,ati graphics card
i practically have a new laptop with all the fixes they have done,
i purchased a toshiba,
finally,
it be hard to handle and operate at school,"handle,operate"
you may just lose 1 customer for now,
it have easy to use features and all the speed and power i could ask for,"features,speed,power"
so it be covered by the applecare warranty plan,applecare warranty plan
my power supply cord developed exposed wires within the first year of ownership,power supply cord
overstockcom,
many thanks,
i love it and the change in lifestyle that came with it,
only to get another hp compaq piece of crap,
i preferred the fit and feel of the 13 inch,13 inch
power supply went bad after 2 weeks -,power supply
emachines says they be waiting for a part and refuses to replace entire unit,
because it be smaller than the laptop,
the screen takes some getting use to,screen
i regret buying it before understanding how awful it be to use,use
the right speaker did not work,right speaker
dealing with the support drone on the other end of the chat be sheer torture,support
and i can use this to seemlessly transfer all my work to my home computer,
which be also a mac,
the final cut pro on this laptop be so fast and easy,final cut pro
whether opening word or my computer,
the computer runs extremely slowly,runs
but i be glad to have gotten mine right before they stopped making it,
although very different than win xp,win xp
visa or win7,"visa,win7"
the mac snow leopard o s be extremely easy to use,"mac snow leopard o s,use"
do not buy it save up a bit more money and buy a computer that will last,
a tip for people looking into this computer ,
i have always used pc for work home and this be my first experience with a mac,
search on the net and also read reviews here in best buy,
i asked many people,
resume from sleep in 0-2 seconds,resume from sleep
shutdown in 2-4 seconds,shutdown
startup in about 30 seconds,startup
the keyboard and the fit just feels right,"keyboard,fit"
the screen be nice and the images comes very clear,screen
i returned it to best buy on the ninteenth of april,
i have only have pcs with windows before so this takes a little getting use to,windows
i be so excited to receive the toshiba l455 as a gift bonus for some work i have done for a friend of mine,
i have left my regular laptop at home and needed something to use while out of town ,
after doing some investigation on the web,
i have found that toshiba nb205s be not chronically not booting,
summary ,
super fast processor and really nice graphics card,"processor,graphics card"
and monitor to take it with me when i take photos and video,monitor
mouse,mouse
but sitting on a lap or on a desk in front of you it looks more than big enough this could be because im used to my lenovo 10 tablet now plus this be a great size if i want to unplug the external keyboard,"size,external keyboard"
without results,
i contacted hp about this situation and be given excuses,
you know what i happened to buy a defective blood pressure monitor a week ago at the bukit batok polyclinic nhg pharmacy a week ago,
the only objection i have be that after you buy it the windows 7 system be a starter and charges for the upgrade,windows 7 system
cubersome,
i dislike the weight and size,"weight,size"
the wheel that turns the volume up and down does not work in real time,wheel
i cannot even install one of the 3 printers i have in my house so i be unable to print,
i cannot be happier with the service or product,service
everything be so easy,
as well as ignite any flamable material if near the part that happens to heat up,
they tend to get hot enough to cause 3rd degree burns,
to list a few ,
got this for a graduation gift for my daughter for her to use at college,
and the flatline keyboard makes typing quick and easy as well,flatline keyboard
i do transcription work on the side,
requested a full refund but be refused and it still be not repaired and acer be indifferent to the issue,
after 5 months of failed repairs,
the toshiba laptop be a great purchase,
a new mac user be basically forced to re-learn how to use a computer,
after years of using pcs,
speakers does not sound that great,speakers
you better believe my next computer will be a mac,
i love it,
unless y all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time,"ergonomics,connections"
i love windows 7 but i cannot give toshiba any credit for that,windows 7
now that i have it i see that i really needed this for much more,
i be directed to send in my computer,
after numerous calls to applecare tech support,applecare tech support
the abuse be that i pushed the power plug in too hard,power plug
and keep them in one area,
it be easy to find documents,
the resolution on the screen be almost pure hd,resolution on the screen
i be set from the very beginning,
such as ilife and iwork,"ilife,iwork"
with all the programs that came with it,programs
as i have a desktop rig for that reason,
not sure how i recommend it for quality gaming,gaming
and it great ,
and meets my needs,
functional,
light,
i bought this netbook for traveling,
easy learning curve,
and i find out that the device will not be available until almost two months later,
i go to purchase it on line,
dell be a decently made pc,
computer works as if brand new,
fast delivery,delivery
no problems,
very pleased,
great value,value
the internet explorer be very slow from the very beginning,internet explorer
the ac power port becomes loose over time,ac power port
best buy laughed when i told them they should replace it instead of expecting me to be without a computer again for another couple of weeks,
i will will admit that the macbook pro have a better running system in which i found myself getting the job done quicker,running system
as a user of a pc,
the computer would not ever cut back on,
the ease in which you set everything up be such that a child could do it,
i would have to say that overall its great,
you must use the serial numbers that it does not accept and then things be limited as far a working because they be only good for a short time,
there be no gold key numbers too intall programs,programs
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself,"power supply,power supply"
it the inside that be truly wonderful,
enjoy that toshib force and durability unparalleled,"force,durability"
i purchased this laptop 9 months ago,
which be great i be running vista business and scored a 5x on the index i have never seen a windows machine have a total score in the 5 ,vista business
returning this as soon as i get out of work,
print coupons and for my college papers,
surf the web,surf the web
i use the computer to basically check emails,
this unit be not,
although it be still lightweight and very easy to tote around,tote
we love the size of the screen,size of the screen
even though they be on the cheap side,
laptop speaking,
they be not worth the money,
a complete rip off,
either way the entire thing be just a joke,
so the fact that the computer does not work on the 24 twenty fourth day be my fault,work
so glad i decided to upgrade,
awesome computer,
fun,
stylish,
i would definitely reccomend this if you be in the market for an easy to use,use
the battery be irreplaceable,battery
if you be looking for a good laptop,
this be not it,
drop a few bucks and upgrade to one of the more robust versions of win 7 and grab a 2gb stick of memory to spice it all up a bit more,"win 7,2gb stick of memory"
if you want a little more custom ability,
it catatonic,
plus i thought i be protected by norton,norton
i have never really been big on downloading anything so i be not too worried about getting a virus,
and the command prompt would not work at all,command prompt
the internet be locekd and froze every time it be trying to be used,internet
it software and speed enable it to do amazing things,"software,speed"
the toshiba satellite laptop be designed to fail ,
fiddled around on the computer for a good forty minutes and got ready to leave before it be even done doing what he be doing to it,
he came into my house,
and any connections i turn on should work,
my wireless provider confirmed my home internet be fine,
could not keep up with me and finally the hard drive went out,hard drive
i could have purchased a cheap computer to do what i be doing now,
including the iphoto,iphoto
i be most impressed with the programming,programming
speakers too small to be of any real use,speakers
i be very happy with it,
i upgraded it ram to 2gb,ram
this be a great computer,
i purchased a toshiba satellite m60 with harman kardon speakers in december of 2005,speakers
dismantle the whole thing then it will not be a newly manufactured set like before,
they should have included more memory on their computers if they knew vista would run slowly,"memory,vista"
battery life could be better but overall for the price and toshiba reputation for laptops it great,"battery life,price"
stopped holding a charge for more than ten minutes,"charge,charge"
the battery never held a charge longer than one hour and within two months,"battery,charge,charge"
it would not fit in most 17-inch bags,
the first time it crashed be maybe going on a year and a half of having it,
after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace,"warrenty,hard drive"
i paid 800 for this computer from my school campus bookstore,
it be small enough to fit in one of my purses,
a great way to think about using your netbook ,
basics,
in my opinion,
the windows 7 starter is,windows 7 starter
but literally,
it be so simple i be almost worried that i be doing something wrong,
i be very worried about making the two compatible,
note that i do not ordinarily take the time to write a review,
the neat and organized icon list be a welcome change from cluttered and confusing desktop icons,"icon list,desktop icons"
i purchased this netbook after my original toshiba laptop crashed right after the warranty expired,warranty
the i5 macbook pro be a winning combination of price and performance,"price,performance"
apparently well-built and gorgeous to look at,"built,look"
and i would recommend this to anyone who both understands their needs and how netbooks can fit them,
asus have done an outstanding job of evolving their netbooks,
and i expect it to be the same for this computer as well,
the apple care have never failed me,apple care
buyer beware,
it have served my needs quite nicely for the most part,
the toshiba laptop i be using be easier to use than most i have tried,use
and after being on the phone for 3 hours,
i finally got a replacement which i should not have have a problem getting since it be under warranty,warranty
so i called compaq,
so we exchanged it for the same on and after 2 hours it did not work,work
do not buy you will be disappointed,
i just recently have to ship my laptop back to hp for repair,
i have have to take it to the geek squad guys to get it fixed because it have had viruses 3 times and i have not even have it for more then 4 months,
we do not mind and you do not matter,
keyboard,keyboard
the functions,functions
i love the size,size
but as time went on i found it almost impossible to keep the thing on-line through wi-fi,
the mouse be way way way to sensitve,mouse
toshiba knows there be a manufacturing defect but will not acknowledge it,
the os be still as fast as the day that the laptop be purchased and continues to run flawlessly,"os,run"
i issued a replacement rma for a few dead pixels in the upper zone of the screen,screen
which be noticable to me,
also,
but it have been a great change,
waited on getting this computer,
and thus no way of tracking it to find out when i might hope to see my computer again ,
and without the laptop i have no access to the internet,
it finally kicked the bucket after just over 2 years,
after way too many times sending the thing in for repairs delivery service be slow,delivery service
and ease of use,use
picture quality,picture quality
my friend reports the notebook be astonishing in performance,performance
the i3 processor does not seem to run hot and the fan rarely turns on,"i3 processor,fan"
i be getting extrememly frustrated when i would want to do these simple taks that i would have to wait and wait and wait for things to download or virus that would clog up my pc,
enjoy your sitdown,
stopped holding a charge for more than ten minutes,"charge,charge"
the battery never held a charge longer than one hour and within two months,"battery,charge,charge"
and casing,casing
another three weeks later i have my laptop back with a new mousepad,mousepad
keys,keys
i have have my new macbook pro i5 for a couple of days and have recycled all of my old pc laptops,
see when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it,operating system
such as yahoomail,
the only thing i do not understand be that the resolution of the screen be not high enough for some pages,resolution of the screen
the only thing i wish this have be the option to turn off the touchpad with a button like my big 16 laptop does,touchpad
very convenient when you travel and the battery life be excellent,battery life
the machine be slow to boot up and occasionally crashes completely,boot up
this be great if you have several lectures back to back and do not have a chance to charge during one of the lectures,charge
i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff,os
at first it like you be in that honeymoon stage with your laptop,
i did not want to buy a generic brand computer but it be really nice,
i can use it for all of my needs,
i could not come home and settle for the use of a lower end computer,
using a higher end pc,
after doing cad work all day at work,
the screen brightness automatically adjusts,screen brightness
i especially like the backlit keyboard,backlit keyboard
either way i be furious,
it be a great machine,
besides the great look,look
10-months and 18-days of use,
300 and died after only 2-years,
my laptop cost approximately 2,cost
this can easily be overcome with a decent pair of head phones,
the sound be a bit quiet if you be on a plane,sound
i be not aware that this product cannot display websites that contain flash,
fast,
ha,
reliable,
this computer be bought because i wanted top of the line ,
a lot of help they be not ,
the sata controller be the motherboard chip that lets the cpu talk to the hard drive ,"sata controller,motherboard chip,cpu,hard drive"
i will never buy anything from hp again,
i cannot imagine ever buying a pc again,
the buttons you have to press a little harder than most,buttons
but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 25 to 3 hours,"battery,battery"
the battery life be supposed to be 6 hours,"battery life,battery,battery"
it allows you to automatically upload photos to your facebook account with one click,
took it back as it be defective,
i love newegg,
i recommend them to the world however this be just unacceptable,
other thoughts ,
now 17 months later they want would not say exact amount 16500 to 400 to fix the machine,
i simply got tired of a bad computer like windows with its constant freezing and anti-virus,
while driving a car and carrying it into where ever you be using it,
i be not one to throw things like this around but it be a laptop so carrying it around does seem to mean it will be jerked possibly a little,
right size and weight for portability,"size,weight,portability"
we decided we would try to trade-in our old ones,
so good,
so far,
it took a little over 2 weeks until i got it back,
eventually the screen went blank and the computer would not turn on,
the battery life also does not keep up with the claim but still i think macbook be much ahead from the rest of the pack,battery life
and it be a dog ,
it be loaded with windows vista home premium-delivered with only 1gb of ram,"windows vista home premium,1gb of ram"
what a waste of time it be to run a defrag on the pc,
the reflectiveness of the display be only a minor inconvenience if you work in a controlled-lighting environment like me i prefer it dark or if you can crank up the brightness,"display,brightness"
my one complaint with this laptop be that i have noticed an electronic fuzz sound coming out of the headphone jack when headphones be plugged in,"electronic fuzz sound,headphone jack"
this system be not worth the money or trouble trying to get it fix,
i be now the proud owner of a lemon,
two years after buying this laptop,
update ,
and it seemed ok,
would i like it i tried the keyboard at the store,keyboard
while it be highly rated,
apple,
long-lasting laptop of quality like a sony,quality
or toshiba,
treat yourself to a more expensive,
and i have have a lot of laptops and desktops ,
never have a computer i be so impressed with ,
this one be far and above the best one i ever have before,
i love it ,
we did not even have it a year,
even without the warranty,warranty
i have have to call with a few questions or issues and they have helped me for free,
so you out of of notebook and money,
was searching online for a power supply when i found this site,power supply
i do not use my computer for anything like graphics editing and complex data analysis and gaming,"gaming,graphics editing,complex data analysis"
but to be honest,
i would rather spend my money on a computer that costs more then a toshiba that be not good at all,costs
no problem with the ordering or shipping by the way,shipping
and the ram the thing that makes it faster comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before,"ram,performance,surf the web"
the one thing i wish it have be a detailed hardcopy manuel,hardcopy manuel
so i obviously could not live with a non-functioning drive,drive
i edit and burn to dvd a lot of video,
great visual,visual
fast,
it priced very reasonable and works very well right out of the box,"priced,works"
you will need them if you want to reload the os i recommend doing if you can to start fresh and optimal ,os
so sad,
too bad,
you have to send the whole laptop in,
apple and quess what,
if you could stretch by a few 100 dollars i highly recommend you should replace your windows laptop with this one,
since i use it all the time,
might have to buy one for me now,
the plate around it be cheap plastic and makes a hollow sound when using the mouse command buttons,"plate,mouse command buttons"
while the keyboard itself be alright,keyboard
i purchased it this year when my old hp laptop finally died and i be looking for something smaller and lighter than a laptop to carry around for classes and traveling,
i have a friend who have the other model and we put them side by side with the same dvd in battle of the smithsonian after on hour mine be at 53 life left and his be at 69 life left,
the latest be on my lg netbook x12,
purchased as a gift for a friend,
i would not recommend the purchase of this modle of toshiba computer or any toshiba product for that matter,
i have never have problems with viruses,
and sent me a 4 page list of very specific packaging instructions to follow or it would not be covered,
they told me to courier it to them since they do not allow the use of the post office at my expense,
after they found no other way,
there be so many wonderful features and benefits to the new macbook,features
the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds,speeds
the only thing i can say be that the touch pad doesnt work like it should all the time,touch pad
and have fantastic features like the lighted keyboard and easy mouse pad,"features,lighted keyboard,mouse pad"
great size,size
i love this particular mac because its very fast,
however,
battery life needs more life,battery life
for some odd reasons the computer does not reconize the operation system,operation system
i have to wait 3 weeks to get it back and it still be not working properly,
i be going to go back and return at store i bought from,
the trackpad be easy to learn and navigate,trackpad
hiccups or awkward moments when you wonder whether your computer be out for tea,
applications open in seconds and there be no lags,applications
my husband purchased a laptop at the same time for about 300 less he got a pc ,
i respond that i do not have the old computer and this way i would lose the data on my hard drive,hard drive
again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english,"windows,warrenty,agents"
i think this ps be manufactured in the mid 90 ,
both upgrades be quickly accomplished after purchasing the necessary product key,
i have owned it only two months,
i love my macbook pro,
from the moment i opened the box to the present it have been a great joy,
i bought this emachines notebook pc in january of this year and i be highly dissatisfied with it,
even though the computer be larger they did not make the keyboard larger,keyboard
for making this a seamless purchase,
macconnection,
thanks,
we paid for the three year warranty and the extended warranty after that one ended as well,"three year warranty,extended warranty"
its slow in general,
its not just slow on the internet,internet
it have just enough ram to run smoothly and enough memory to satisfy my needs,"ram,memory"
the difference be phenomenal,
but still requires a return,
i acually believe the issue be with the nvidia grafics card,nvidia grafics card
i be a freelance graphic artist,
another country ,
no waiting to have my claim reviewed by someone in another state or more often,
i did not like my acer,
my husband got me this for chrismas after getting me a very expensve laptop that did not work after 2 days,work
problem fixed which be great but there went another two weeks without my laptop at school,
the resolution be even higher then any other laptop on the market,resolution
my left mouse button snapped,left mouse button
then just the other day,
besides the added feature that the keyboard be lighted,"keyboard,feature"
it be very easy to type on and feels great ,type
laptop be advertised as a 15 but the casing looks like that of a 17 ,"casing,15 ,17 "
remember to do your research first before consider buying a toshiba product,
i bought this laptop the moment unibody product came to the market,
the only time i have restarted be during system updates,
mac be extremely different than any other laptop,
the feel of this machine compared to the old macbook be far superior,feel
i will remove the hard disc from this new macbook pro and dump it where it belongs ,hard disc
in the trash,
in due course,
we have been so happy with them,
it great and we will always stick with apple computers,
i should have realized that trouble be brewing ,
and the only reason they do not get viruses,
be because no one makes viruses for them,
they be not better in any way,
they be worse,
they do not exist,
try finding virus protection programs for a mac,virus protection programs for a mac
they break down just as often as pcs do,
thank you,
the benefits be immediate,
much faster than my old windows laptop that died on me,
just be not sure which one,
never any doubt i would get a macbook,
and be able to connect to an hdmi,hdmi
but with a way bigger screen,screen
the graphics be awful and the wireless switch it at the top rather than the side which i be used to it being on the side,"graphics,wireless switch"
the overall build quality of the unit be excellent and she would recommend it to anyone else looking for a netbook,build quality
i bought my acer aspire custom made in june 2008,
i guess he be the technical person,technical person
they click,
a seventy dollar mouse,mouse
however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me,shipped
the repairs be made quickly though i must say,
right now it a paperweight,
i have the a65 ,
when i first got it i thought the size of it be a joke,size
it still runs video in full screen decently,
that being said,
it be fast and i have not have a problem with internet connection or any other problems,internet connection
i be really impressed with the quality and performance for the price of the computer,"quality,performance,price"
and a driver application dvd,driver application dvd
i made both recovery dvds 4 ,recovery dvds
but when i received my replacement,
there be photo detection software that will allow you to group all the photos together based upon the people in the picture,photo detection software
in addition,
the speakers be terrible and be probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better,speakers
and they tell you that it be not on their side ,
but of course you be taking a chance of them testing it out to see what have happened,
then you be stuck paying for the repair the price of a new one ,price
so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back,
what be really great about this product be you may have a family member who be computer illiterate and you can pretty much just let them loose on this computer without any real supervision,
and in this day and age,
as fast as they can,
it does not pay to by this loyal to any brand,
since all of them be there to simply to make as much money as possible,
the customer no longer be right all the times,
the lesson learned here be ,
pdf files can be viewed instantly,
dell latitude d620 be not a reliable machine,
i have have it for almost four years now and i have only have a few problems with it,
overall for the money this be a good deal,
i use it more than my desktop,use
it be so simple to use,use
i also have a problem with the touchpad that caused the mouse pointer to jump all over the screen,"touchpad,screen,mouse pointer"
i saved for this laptop for 3 months and i can tell you personally it be worth the wait,
201,
i own a hewlett packard laptop and i have have man problems with it since i bought in in feb,
it have a overheating issue ,
nearly to the point of being dangerous,
