review,terms
the built-in webcam be great for skype and similar video-chat services,"BB,B,I,EI,O,O,O,O,O,O,O"
the shop will definitely push the problem to the service center,"BB,O,O,O,O,O,O,O,BB,B,I"
while mac users work in pages,"O,O,O,O,BB,B"
pc users work in word,"O,O,O,BB,B"
music and files easily,"O,O,O,O"
i be able to organize my pics,"O,O,O,O,O,O,O"
i be confident all other applications live up to the high standard i have come to appreciate from mac laptops,"O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O"
internet and gaming,"B,EB,B"
while i mostly use it for email,"O,O,O,O,O,O,O"
only 1 month ago,"O,O,O,O"
i have been having endless problems since i bought the computer ,"O,O,O,O,O,O,O,O,O,O,O"
the perfect notebook,"O,O,O"
17 inch screen,"B,I,I"
boots up quickly,"B,I,EI"
good price-point,"BB,B"
nice appearance,"BB,B"
runs fast etc,"B,EB,O"
this laptop looks great on the surface ,"O,O,O,O,O,O,O"
this model specifications be far from being impressive and they only thing you get out of this be the apple name,"O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the apple systems be over priced luxurys that ar not worth what they be being charged for,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
my mac laptop be fabulous in both areas,"O,O,O,O,O,O,O,O"
the macbook pro notebook have a large battery life and you wont have to worry to charge your laptop every five hours or so,"O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
pros ,O
i highly recommend this product,"O,O,O,O,O"
disappointing for such a lovely screen and at a reasonable price,"O,O,O,O,BB,B,EB,O,O,BB,B"
it an average laptop ,"O,O,O,O"
no better,"O,O"
no worse than the hp i replaced,"O,O,O,O,O,O,O"
so far,"O,O"
the only bad thing about it be they give you the worst batteries possible,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB"
good price,"BB,B"
the motherboard be dead ,"BB,B,EB,O"
i wanted to spend around 700 to 800 so i be directed to a nice looking hp laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the speed be fine,"BB,B,EB,O"
i be starting to boil,"O,O,O,O,O"
that high failure rate sure be not reflected in the retail price,"O,O,O,O,O,O,O,O,O,BB,B,I"
hmmm ,O
back she goes,"O,O,O"
be a six month trial,"O,O,O,O,O"
it be not clear that the microsoft student edition that be loaded on the computer,"O,O,O,O,O,BB,B,I,I,EI,O,O,O,O,O"
not the day received,"O,O,O,O"
good for every day computing and web browsing,"O,BB,B,I,I,BB,B,I"
this be very acceptable for the uses planned for this computer,"O,O,O,O,O,O,O,O,O,O,O"
while lacking some of the functions of the other versions,"O,O,O,EB,BB,B,EB,BB,O,O"
also,O
i have have alot of trouble with the keys sticking and will not type correctly,"O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
it still seems to be a little lose now but so far seems to be hanging in there,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it be by far one of the greatest investments i have ever made,"O,O,O,O,O,O,O,O,O,O,O,O,O"
if you be a pc user looking to convert i would highly recommend it,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
excellent led monitor and well equipped,"BB,B,I,EI,O,O"
this process continued to repeat itself until the mother board have been replaced 4 times and the hard drive replaced 3 times,"O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,BB,B,I,EI,O,O"
the design of this laptop be fantastic,"BB,B,EB,O,O,O,O"
without a doubt,"O,O,O"
i could not believe how long the battery lasted on a single charge,"O,O,O,O,O,O,BB,B,EB,O,O,BB,B"
i could save ten essay papers and have hardly any memory left,"O,O,O,O,O,O,O,O,O,BB,B,EB"
i have have my macbook pro since august 2009,"O,O,O,O,O,O,O,O,O"
i have to say i hated it,"O,O,O,O,O,O,O"
the laptop i purchased be also a dell and again,"O,O,O,O,O,O,O,O,O,O"
unfortunately,O
took a while to clean it up to my specs,"O,O,O,O,O,O,O,O,O,O"
they be so realistic i be just speechless,"O,O,O,O,O,O,O,O"
i would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities,"O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB"
other than that,"O,O,O"
i find not much difference except of course for the screen size,"O,O,O,O,O,O,O,O,O,BB,B,I"
this be the first time that i tried and owning a netbook although i have used 3 different laptops in the past 10 years,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but the biggest pain be that tech support be not available 24 7,"O,O,O,O,EI,BB,B,I,EI,O,O,O,O"
there be differences that you need to know and take time to learn,"O,O,O,O,O,O,O,O,O,O,O,O,O"
they have more problems then a 1980 computer,"O,O,O,O,O,O,O,O"
it be amazing,"O,O,O"
not to happy with the product,"O,O,O,O,O,O"
needless to say,"O,O,O"
the cool thing about this be anyone can use it,"O,O,O,O,O,O,O,O,O,O"
my first laptop be an acer that i got for christmas,"O,O,O,O,O,O,O,O,O,O,O"
this laptop be perfect for all day use at school and work,"O,O,O,O,O,O,O,O,O,O,O,O"
still,O
the internet can be an scary place its up to you on what you do with it,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the backlit keys be wonderful when you be working in the dark,"BB,B,I,EI,O,O,O,O,O,O,O,O"
a laptop that be an attractive computer with a large screen big enough to please anyone,"O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O"
i chose the ibookg4,"O,O,O,O"
but i have just been using firefox instead,"O,O,O,O,O,BB,B,EB"
the most recent being that my safari internet browser be freaking out on me,"O,O,O,O,O,BB,B,I,I,EI,O,O,O,O"
i would say if you want to buy one of these machines be careful,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but very easy to use,"O,O,O,BB,B"
everything about the mac be not only visually appealing,"O,O,O,O,O,O,O,O,O"
i know what 7 hrs of battery looks like,"O,O,O,O,O,BB,B,EB,O"
the macbooks worth every penny,"O,O,O,O,O"
i did not have to call the support line at all,"O,O,O,O,O,O,BB,B,I,EI,O"
the laptop be outstanding in all aspects except that it have the windows 7 starter and not the full windows 7,"O,O,O,O,O,O,O,O,O,O,O,BB,B,I,I,EI,O,O,BB,B,I"
the first problem be that the keyboard function be simply unsatisfactory,"O,O,O,O,O,BB,B,I,EI,O,O"
which be annoying,"O,O,O"
the dvd drive randomly pops open when it be in my backpack as well,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O"
and the laptop be equipped with a good working microphone,"O,O,O,O,O,O,O,O,BB,B"
good enough for beginners and musicians at the intermediate level,"O,O,O,O,O,O,O,O,O,O"
garageband be more for the musicians,"B,EB,O,O,O,O"
i dual boot with linux and that other security-prone os and it performs flawlessly,"O,O,O,BB,B,EB,O,BB,B,I,EB,BB,B,EB"
the difference be the toshiba have a lot more memory and hard drive space,"O,O,O,O,O,O,O,O,BB,B,EB,B,I,I"
you will not get my business again,"O,O,O,O,O,O,O"
but if you cannot make your product last more than a year,"O,O,O,O,O,O,O,O,O,O,O,O"
there be a little difficulty doing the migration as the firewire cable system cannot be used with the ibook,"O,O,O,O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,BB,B"
seems like maybe a bad shipment from toshiba,"O,O,O,O,BB,B,EB,O"
do not waste your money,"O,O,O,O,O"
currently if i use the laptop i cannot sit it on my lap because it will burn my legs,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
-managed to send complaint email,"O,O,O,O,O"
they be kind enough to send a replacement free of charge,"O,O,O,O,O,O,O,O,O,O,O"
however,O
seriously considering a larger laptop to replace the dell,"O,O,O,O,O,O,O,O,O"
os x be solid with lots of innovations such as quicklook which save heaps of time,"B,I,EI,O,O,O,O,O,O,BB,B,EB,O,O,O,O"
and we even watch all of our movies on it since we do not have a tv,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
check blogs,"O,O"
check email,"O,O"
facebook,O
listen to music,"O,O,O"
shop,O
write papers,"O,O"
i do everything on this computer ,"O,O,O,O,O,O"
i thought it would be a simple job,"O,O,O,O,O,O,O,O"
but other than that i be blown away by all the features this laptop offers,"O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O"
i hate it,"O,O,O"
do not buy this model,"O,O,O,O,O"
the keyboard be slick and quiet and not bulky like some other laptops i have have in the past,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i can leave my macbook uncharged for upwards of eight hours and it wo not even be dead,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this laptop be definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from,"O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,BB,B,EB,O,O"
overall,O
downloading pictures and graphic design,"O,O,O,O,O"
i do find that my macbook have a lot more bells and whistles than a normal pc especially if you enjoy technology,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
first the screen goes completely out,"O,BB,B,EB,O,O"
i be learning the finger options for the mousepad that allow for quicker browsing of web pages,"O,O,O,O,O,O,O,BB,B,EB,O,O,BB,B,EB,O,O"
i love this 13 mac white unibody,"O,O,O,O,O,O,O"
the last time we took it to get fixed the guy said that most likely it be a reppative problem and will keep happeneing so hopefully we can get a new one very soon,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
when i be at starbucks between clients i get full bars on my hp and 1 bar on my eee pc,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it takes very good pictures with the built-in camera,"O,O,O,O,O,O,BB,B,I"
the photobooth be a great program,"BB,B,EB,O,BB,B"
and inconvenient,"O,O"
many kinds of software that be necessary to the working person be not available and cannot be downloaded,"O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O"
it be so speedy,"O,O,O,O"
needs constant repair,"O,O,O"
i will never purchase a hp again ever,"O,O,O,O,O,O,O,O"
i have to pay for the shipping,"O,O,O,O,O,BB,B"
running simply basic chrome,"O,O,BB,B"
it bluescreened on me without any warning,"O,O,O,O,O,O,O"
this be another reason to like the mac,"O,O,O,O,O,O,O,O"
i took 3-4 years researching brands and prices of laptops,"O,O,O,O,O,O,BB,B,EB,O"
one bad thing be it gets hot,"O,O,O,O,O,O,O"
i be stuck w a broken computer,"O,O,O,O,O,O,O"
we researched and found the best price at macconnection,"O,O,O,O,O,BB,B,EB,O"
hope this helps,"O,O,O"
but guess what you have to buy an external dvd drive it does not have a built in type the notebook cannot be used because it does not read anything for an external drive,"O,O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I"
get this computer for portability and fast processing,"O,O,O,BB,B,EB,BB,B"
apparently they be not special anymore ,"O,O,O,O,O,O"
i use a cooling pad but it does not help,"O,O,BB,B,I,EI,O,O,O,O"
i be so glad i purchased a mac and not another pc,"O,O,O,O,O,O,O,O,O,O,O,O"
99 to fix it,"O,O,O,O"
few viruses to catch,"O,O,O,O"
the software that comes with this machine be greatly welcomed compared to what windows comes with,"BB,B,EB,EB,O,O,O,O,O,O,O,O,BB,B,EB,O"
supplied software ,"B,B"
and cannot afford a reasonable offers for people that truly be trying to support his baby,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
probably needs help and donations,"O,O,O,O,O"
steve jobs,"O,O"
i be tired of the inept service,"O,O,O,O,O,BB,B"
like all the other apple applications i have have experience with,"O,O,O,BB,B,I,EI,O,O,O,O"
garageband be easy to work with,"B,EB,O,O,O,O"
tey do not even support their own bios and it could be a problem with the bios how can a company that makes a fairly decent product get away with such insanity ,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
no,O
but once i got the hang of it,"O,O,O,O,O,O,O,O"
i do not want to go back,"O,O,O,O,O,O,O"
it does take a little time to adjust to coming from a pc,"O,O,O,O,O,O,O,O,O,O,O,O,O"
while many people brag about mac being intuitive ,"O,O,O,O,O,O,O,O"
we be on the hook for the repair,"O,O,O,O,O,O,O,O"
because we did not purchase the extended warranty in time,"O,O,O,O,O,BB,B,I,EI,O"
74 ,O
for example,"O,O"
not charging ,"BB,B"
plugged in,"O,O"
requiring me to unplug it and plug it back in several times to get it to charge,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B"
it started out by randomly ceasing to charge when it be plugged in mousing over the battery icon would read,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O"
this laptop looked brand new and be shipped very quickly,"O,O,O,O,O,O,BB,B,EB,O"
this be the laptop for you,"O,O,O,O,O,O"
if you be looking for something reliable,"O,O,O,O,O,O,O"
or corrupt,"O,O"
windows failed to load because the kernal be missing,"B,EB,O,O,O,BB,B,EB,O"
info ,O
the battery life be very long and very convienent,"BB,B,I,EI,O,O,O,O,O"
the display on this computer be the best i have seen in a very long time,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O"
most laptops and notebooks be difficult to key on,"O,O,O,O,O,O,O,O,O"
400 dollars,"O,O"
we did not because it be already over 2,"O,O,O,O,O,O,O,O,O"
in general be less than the worth of the cheap laptop,"O,O,O,O,O,O,O,O,O,O,O"
but the quality,"O,BB,B"
in the first moth of owning this computer its hardrive failed which have to be replaced,"O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
its also fun to use,"O,O,O,BB,B"
i be able to understand how to use a mac fairly quickly,"O,O,O,O,O,O,O,O,O,O,O,O"
the graphics and screen be stunning and although i be a pc person,"BB,B,EB,B,EB,O,O,O,O,O,O,O,O"
the macbook pro never have an issue running many many applications at once,"O,O,O,O,O,O,BB,B,EB,BB,B,EB,O"
with the upgraded memory,"O,BB,B,I"
and great graphics,"O,BB,B"
simple to use,"O,BB,B"
it still serves me well both in business and home needs,"O,O,O,O,O,O,O,O,O,O,O"
i will never buy or recommend an hp to anyone,"O,O,O,O,O,O,O,O,O,O"
well,O
i use my friends and family 2000 laptops and they be fast and reliable and hp,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
my macbook be probably the best investment i have ever made,"O,O,O,O,O,O,O,O,O,O,O"
the internet speed be spectacular,"BB,B,I,EI,O"
they claim call center be still down,"O,BB,B,I,EI,O,O"
mac also have many apps and programs that be quite cheap or free,"O,O,O,BB,B,EB,B,EB,O,O,O,O,O"
if you shop around in the current market you can find a much better deal,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i droped this once from thetable when my baby girl grabed me one day and it be still working with no issues,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
you will love this macbook if you choose to buy it,"O,O,O,O,O,O,O,O,O,O,O"
my house be now 100 macbook,"O,O,O,O,O,O"
they be not durable,"O,O,O,O"
they just a worthless,"O,O,O,O"
they be not safe,"O,O,O,O"
email and music,"O,O,O"
my husband uses it mostly for games,"O,O,O,O,O,BB,B"
i have have no luck with staples or hp to resolve this problem,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i just took the broken cords into the apple store and they gave me new ones,"O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
my mac be much more efficient than a pc so it does not need the extra bells and whistles to compete,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it works,"O,O"
you just lose a customer,"O,O,O,O,O"
but the return calls never came,"O,O,O,O,O,O"
i ve have several calls lasting more than an hour with promises to call back,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
they come loose,"O,O,O"
apparently under the screen there be 2 little screws and when the screen gets moved back and forth,"O,O,BB,B,EB,O,O,O,O,O,O,BB,B,EB,O,O,O,O"
it taking a bit of time to adapt to the os of a mac but i be finding my way around,"O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
being a pc user my whole life,"O,O,O,O,O,O,O"
the computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B"
i have in the past gotten superfine sandpaper and fixed the edges by rounding them off,"O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O"
i hate it,"O,O,O"
returned it,"O,O"
sharp edges,"BB,B"
downfalls ,O
it be a cheap throw together,"O,O,O,O,O,O"
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria,"O,O,O,O,O,O,EB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O"
and do,"O,O"
to anyone looking to buy a new computer,"O,O,O,O,O,O,O,O"
i would recommend mac,"O,O,O,O"
yummy good,"O,O"
the screen be gorgeous ,"BB,B,EB,O"
from size to weight to keyboard screams bulk ,"BB,B,EB,B,EB,B,EB,O"
did i mention everything about it,"O,O,O,O,O,O"
cannot wait until i go on vacation and take it with me,"O,O,O,O,O,O,O,O,O,O,O,O"
good bye blue screen and critical errors,"O,O,O,O,O,O,O"
i have it four months when my disc drive refused to open,"O,O,O,O,O,O,BB,B,I,EI,O,O"
after apple replaced the hard drive i enjoyed another 4 months of my new computer,"O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O"
until it froze this morning-completely,"O,O,O,O,O"
so,O
i be told it be the suspicious power supply problem,"O,O,O,O,O,O,BB,B,I,EI"
once again,"O,O"
it easily fits into most computer bags but does not weigh down a backpack or satchel when being carried with spirals and or textbooks,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and be not always complaining about updates,"O,O,O,O,O,O,O"
be small and light i have the 133 model ,"O,O,O,O,O,O,O,O,O"
blue screens,"O,O"
does not crash,"O,O,O"
errors,O
etc,O
have a fantastic display,"O,O,BB,B"
lost connections,"O,O"
the macbook starts fast,"O,BB,B,EB"
and i be certainly glad i did,"O,O,O,O,O,O,O"
it be kind of a rebellion against pc in fact,"O,O,O,O,O,O,O,O,O,O"
unable to boot up this brand new laptop,"O,BB,B,I,EI,O,O,O"
all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations,"O,O,O,O,BB,B,EB,B,EB,O,O,O,O,O,O,O,O,O,O"
in addition,"O,O"
all of this in less than 1 1 2 years,"O,O,O,O,O,O,O,O,O,O"
i actually have the hard drive replaced twice,"O,O,O,BB,B,I,EI,O"
the dvd drive twice,"BB,B,I,EI"
the mother board once,"BB,B,I,EI"
then they finally agreed to replace it,"O,O,O,O,O,O,O"
but i be stuck,"O,O,O,O"
i really do not like it,"O,O,O,O,O,O"
they can do it for me but i have to accept the condition after the repair ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the guy then said that if i insist on having the hinge tightened,"BB,O,O,O,O,O,O,O,O,O,BB,B,EB"
it just gone,"O,O,O"
the port be secured to motherboard so when this happens you cannot see the plug at all,"BB,B,EB,O,BB,B,EB,O,O,O,O,O,O,BB,B,EB,O"
-stay away from machouse amsterdam,"O,O,O,O,O"
once again apple stands alone at the top of the charts,"O,O,O,O,O,O,O,O,O,O,O"
as well as the trackpad,"O,O,O,BB,B"
i love the feel of the key board,"O,O,O,O,O,BB,B,I"
now i have the best of both worlds with all of the power and ease of the mac,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,B,EB,O,O"
these new problems be the final straws,"O,O,O,O,O,O,O"
luckly i have a student task force able to help,"O,O,O,O,O,O,O,O,O,O"
or else it would have crashed within the first year,"O,O,O,O,O,O,O,O,O,O"
till i wrote an article with semicolons in it,"O,O,O,O,O,O,O,O,O"
that seemed to solve the problem,"O,O,O,O,O,O"
ease of use be just one of the benefits i love about my mac,"O,BB,B,EB,O,O,O,O,O,O,O,O,O,O"
-touchpad will take a bit of time to get used to,"O,O,O,O,O,O,O,O,O,O,O"
we both recently got new laptops,"O,O,O,O,O,O"
i have been a pc user and i just finally switched and i be never going back,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i got the macbook and he got a macbook pro,"O,O,O,O,O,O,O,O,O,O"
winters be on it way and i imagine it will be cozy,"O,O,O,O,O,O,O,O,O,O,O,O"
i bought this laptop about a month ago to replace my compaq laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O"
now the machine wo not connect and toshiba says that they did replace the connection card in may but they only warranty the repair for 30 days and now i be out of warranty even though this have been a constant 5 month occurance since i bought the netbook,"O,O,O,O,O,O,O,O,O,O,O,O,O,EB,B,I,EI,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
will certainly use macconnection again,"O,O,O,O,O"
and save yourself 100 than the other model with 8gb of ram,"O,O,O,O,O,O,O,O,BB,B,I,I"
buy this model and just purchase 4gb of ram 2x2gb for 92 or 1x4gb for 99 ,"O,O,O,O,O,BB,B,I,I,EI,O,O,O,O,O,O"
but,O
this be one of the reasons i purchased it,"O,O,O,O,O,O,O,O,O"
i went with an asus g73jh-x3,"O,O,O,O,O,O"
instead of taking another chance on toshiba,"O,O,O,O,O,O,O"
it like that one,"O,O,O,O"
she told me flatly,"O,O,O,O"
you would be better off getting a machine aimed at that segment of the market,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
if you be looking for something to fly through those massive spreadsheets or play a graphics-intensive game,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
it be the easiest computer i have ever used,"O,O,O,O,O,O,O,O,O"
what did apple do for me ,"O,O,O,O,O,O"
so you might ask,"O,O,O,O"
also,O
be no problem for me when i used itunes which usually slows down my pc ,"O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
browsing,B
should be there by the end of the week again ,"O,O,O,O,O,O,O,O,O,O"
and i be in need of one quickly as my other laptop died on me,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
decent comp for the price,"O,O,O,BB,B"
again,O
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and so far i be very happy with it,"O,O,O,O,O,O,O,O,O"
i just got this laptop for college,"O,O,O,O,O,O,O"
my llast computer be an acer,"O,O,O,O,O,O"
tosiba have a good reputation,"O,O,O,O,O"
and it looks like i will have to as well,"O,O,O,O,O,O,O,O,O,O"
so did my wife,"O,O,O,O"
my friend just have to replace his entire motherboard,"O,O,O,O,O,O,O,BB,B"
and i be not kidding you,"O,O,O,O,O,O"
i called different hours of the day and you will get someone else from another country trying to get you to tell them your life story all over again,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
since they make it sound like they do not have your history list of your calls right in front of them,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another,"B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
quality display i be surprised with the performance and quality of this hp laptop,"B,I,EI,O,O,O,BB,B,EB,B,EB,O,O,O"
the battery life also does not keep up with the claim but still i think macbook be much ahead from the rest of the pack,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the internet capabilities be also very strong and picks up signals very easily,"BB,B,I,EI,O,O,O,O,O,O,O,O,O"
have high definition quality in the videos,"BB,B,I,I,EI,O,O"
its fast,"O,O"
they transfer you around to other people who do not understand what you be saying and you cannot understand what they be saying,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but good enough,"O,O,O"
speakers do not get that loud,"B,EB,O,O,O,O"
i have have it 9 months and it be already a 250 loss,"O,O,O,O,O,O,O,O,O,O,O,O,O"
another great thing be the beast graphics,"O,O,O,O,BB,B,I"
i be wrong,"O,O,O"
the ease of set up be terrific,"O,O,BB,B,I,EI,O"
everything i have tried have worked and i never have to carry the wall charger cause the battery be so awesome,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,BB,B,EB,O,O"
but it a netbook,"O,O,O,O"
yes it small ,"O,O,O"
screen be crystal clear,"B,EB,O,O"
so this review might be a tad bit bias,"O,O,O,O,O,O,O,O,O"
maybe four years ago,"O,O,O,O"
this be around three years,"O,O,O,O,O"
the battery life be probably an hour at best,"BB,B,I,EI,O,O,O,O,O"
this be a review of windows vista system,"O,O,O,O,BB,B,I,I"
she said its very user friendly,"O,O,O,O,O,O"
but i still love the laptop,"O,O,O,O,O,O"
kind of annoying,"O,O,O"
the only thing they changed be 2 of the function keys at the top,"O,O,O,O,O,O,O,O,BB,B,I,EI,O,O"
cosmetically,O
well worth the extra money,"O,O,O,O,O"
i be very happy i bought this mac,"O,O,O,O,O,O,O,O"
but sadly the replacement froze-up while updating the bios again and shut down and would not turn back on,"O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
there literally no way to make it sing with vista,"O,O,O,O,O,O,O,O,BB,B"
i decided on the macbook pro,"O,O,O,O,O,O"
after looking at all the pros and cons,"O,O,O,O,O,O,O,O"
screen size be perfect for portable use in any environment,"B,I,EI,O,O,O,O,O,O,O"
it does not have a push button to open the lid,"O,O,O,O,BB,B,I,EI,O,BB,B"
first,O
hope this helped,"O,O,O"
and recently my 7 year old pentium 4 with ht 1 gb ram sata desktop stopped working this be a rock star 7 years ago ,"O,O,O,O,O,BB,B,I,EI,BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O"
i used to build my own desktops from the component parts,"O,O,O,O,O,O,O,O,O,O,O"
i now realize that my 900 would have been better spent on a windows laptop,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB"
anyone who be considering getting this computer,"O,O,O,O,O,O,O"
stop,O
please,O
this laptop serves all my needs,"O,O,O,O,O,O"
and printing from either word processor be an adventure,"O,O,O,BB,B,I,EI,O,O"
very satisfied,"O,O"
do not buy it,"O,O,O,O"
10 working days or less,"O,O,O,O,O"
-estimated time to fix it ,"O,O,O,O,O"
and that it cannot be purchased at the store ,"O,O,O,O,O,O,O,O,O"
i find out that i need a special interface device to connect my camera,"O,O,O,O,O,O,O,BB,B,I,EI,O,O,O"
only on line,"O,O,O"
after purchasing this thing,"O,O,O,O"
i have my computer custom built from sonystylecom,"O,O,O,O,O,O,O,O"
another included program that be laughable be the chess game,"BB,B,I,EI,O,O,O,O,O,O"
but i now realize you get what you pay for,"O,O,O,O,O,O,O,O,O,O"
i thought the expese be a little much,"O,O,BB,B,EB,O,O,O"
yes,O
etc,O
home bookkeeping,"O,O"
microsoft office apps,"B,I,I"
it works great for general internet use,"O,O,O,O,BB,B,I"
i will not buy another one,"O,O,O,O,O,O"
time will tell,"O,O,O"
and the product be top quality,"O,O,O,O,BB,B"
the price be very good,"BB,B,EB,O,O"
this computer be really fast and i be shocked as to how easy it be to get used to,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it played various games without problems and ran aero smoothly and flawlessly,"O,O,BB,B,EB,O,O,BB,B,EB,O,O"
after replacing the hard drive the battery stopped working 3 months of use which be frustrating,"O,O,EI,B,I,EI,B,EB,O,O,O,O,O,O,O,O"
the screen almost looked like a barcode when it froze,"BB,B,EB,O,O,O,O,O,O,O"
i have found a lot of online sources to help me but think that i would have learned a lot quicker if i would have taken the class,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the m6809 be unsteady in its operation,"O,O,O,O,O,BB,B"
from the get-go,"O,O,O"
she tells me about it all the time but i tend to shut off all cognitive functions when she gets that yapper going,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i could not even put my entire music collection on this garabage,"O,O,O,O,O,O,O,O,O,O,O,O"
